transaction_hash,transaction_index,block_hash,block_number,cumulative_gas_used,gas_used,contract_address,root,status,effective_gas_price,l1_fee,l1_gas_used,l1_gas_price,l1_fee_scalar
0x1fb46ef7093a3581c161535697cfb1db297123b9d7558d2f6aeca028a9b1e1e6,108,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,27739578,470414,,,1,147866753765,,,,
0x31c2c8e9f07875b15ed249ed1064c7fc78c9455868a82a6ecb8f015f409fb0e2,109,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,27821095,81517,,,1,147866753765,,,,
0x14da4dbf7bf3b83e359cec1457137f8d0d15aba2837bb1085821cb86b5d8fa03,110,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,27902612,81517,,,1,147866753765,,,,
0x428802a1f163489aea3826a2c43305e31ceb53ea41071d776c641f4c983e2d1b,111,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,27954684,52072,,,1,147866753765,,,,
0xfbf213a181d1dd78d3dfe19adcec168e955da2761fab025427d74e4c42d2c19f,112,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,28176360,221676,,,1,147866753765,,,,
0x6894477b7d7b8850c4aae150d828e752b80801149277bfbfea59aaef049f8401,113,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,28239912,63552,,,1,147866753765,,,,
0x4b21987a67713805b8f00e2a24c6b04207e789ee79645041092bd9cd58e1857d,114,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,28321429,81517,,,1,147866753765,,,,
0xc1ce6583b845204d43331aaece65352e9a41e6f588e635c619d59514925e23ae,115,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,28512180,190751,,,1,147866753765,,,,
0x0ef5c9571b9211ccfb55541fe38dd671fa7756f4148f37a825a9daf4657339d5,116,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,28592880,80700,,,1,147866753765,,,,
0xe21a0321e3806a469e1b1360626c8a841811f5ccb91440d754aa04bf971e7bb0,117,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,28613880,21000,,,1,147866753765,,,,
0x332e105379436398de61e543256292f42f1f4bc3e0c8f4971560ae5ba5106c7e,118,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,29016386,402506,,,1,147866753765,,,,
0xc97aa918e16dc0825c4a71a18c055d94eede8b33d020b59a96611272685add8f,119,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,29046215,29829,,,1,147866753765,,,,
0xc7063d6ed6bef2fb0c058cd1f82f1d818b1bc8a1bad9bc9dd092683e2b7be74e,120,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,29105041,58826,,,1,147866753765,,,,
0xe88d488b72a2776c48d38d0401492388b4f8ff629d7a9949202a5de2b103bd02,121,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,29184595,79554,,,1,147866753765,,,,
0xf1fc12b1a9d1bebb8633dff790873ead10db11f14d4edc80e5c7107fe68aa977,122,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,29246546,61951,,,0,147866753765,,,,
0xeb54238a0ea3cbf61ef4cf9240722087ae1c172bb250e0074404f3667ee035ac,123,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,29313225,66679,,,1,147815969764,,,,
0xe33809678f381fbc3d11a3b2b1c575c91804c4c6bace83be44885545230a24e4,124,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,29677221,363996,,,1,147548412190,,,,
0x78c68101898074eb119309122570ceabe88523a74a9df4aa112f56fb2079b426,125,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,29946279,269058,,,1,147548412190,,,,
0x0e6a612a126a040825ea14cfa00c8746e027f158756ecf343ed6b8937b3dac87,126,0x7aac6858705bb7d74c05a3b5278504a58e2fc598975e979ac49085251119a2f4,52395713,29992376,46097,,,1,147548412190,,,,
0x66056abcf285cb7d78ce714bf4c4e074a0f0b3a8dcb00adb2d4cf17c75f4a6e9,0,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,125834,125834,,,1,389891453830,,,,
0x3ed47c27b9787c6aed62b92ccfc5097dd30772b57f344f2d862658b322047449,1,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,182445,56611,,,1,350525954769,,,,
0x1f07d45b683c5613f339c27828396258dc9f3905a46ff55183be9f06c9dc7702,2,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,221968,39523,,,1,355697909292,,,,
0xa13df24d433befaabd6e84cf1e7d7fc0711acc98a959a3c5c17e4c5271d1050d,3,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,396808,174840,,,1,314367165132,,,,
0x6dc62a5bbaad8929c314d945328f8a596ff9f92bc96a8e1be4a3b6ddcaafcedd,4,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,573521,176713,,,1,313248996710,,,,
0xe863af97da62c7b50a5279e72dca8c69c1814f2cf5303e4ad8c1ea23bbf5c07e,5,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,682387,108866,,,1,297891453830,,,,
0x841ec8c712192e04ff967646d344d938114501f330b153c0cb30b3a823c7fe7c,6,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,901643,219256,,,1,296268622676,,,,
0x09bac223a9629d1c0cbe9ca59e1e8dcab43725199a7e45cc5a84cf23787b25c4,7,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,1001600,99957,,,1,296268622676,,,,
0xae4b4bbcd2b0290dae6bdadca3ad777e83acdd944d60ff29e61237a214328888,8,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,1054939,53339,,,1,295621453830,,,,
0x5722a56a3fcd6822f06405a0e3204df2a22ce7b62091a611ea199d7ea21fc919,9,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,1088378,33439,,,1,295611453830,,,,
0x0902ed05bafd14d5db4d0da5788e1fdb0f56eae8d2652711117bb353fa262599,10,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,1167671,79293,,,1,286155061195,,,,
0x40b0812fbb6e9ff3e2319c38d42094d34fc7bf4ed445187aac058b63f40810df,11,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,1244653,76982,,,1,279092454141,,,,
0x54d0540cb22b126d182f7630fefc12b9fea96fb7d5b340b183fca4c79cedfac9,12,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,1298862,54209,,,1,277548222222,,,,
0x4d2f9c8049c62f30046e13ddfdf0708ef2f28021f7be32083df36ff44fcc0edd,13,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,2369235,1070373,,,1,276768556570,,,,
0x37f2e4b5fd9e8e8eadb392e5fb9e3eb51ddef33ebf48f0e9fdb1b9dad6fc8ade,14,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,2423444,54209,,,1,272707423594,,,,
0x015982228857ad3f0789ff18d65c578d87358ddc6b03637c03fe914291bf2c1b,15,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,2477665,54221,,,1,272707423594,,,,
0xcda19f9c4ef62a23fd50afc20fbda66b2b99931db966f52dae5a66c66191f805,16,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,2531886,54221,,,1,272707423594,,,,
0x3857f8d813cb028299e159a1caa400fcc5b85ff2b00cba3c4e576da6b5a7db07,17,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,2608868,76982,,,1,272707423594,,,,
0xc96fd8aedbc34d5923dabfc2acdc93ba9e71d1fab57e62bcdcdf375e9add7fbe,18,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,2663077,54209,,,1,272707423594,,,,
0xfcd9d3364a07040e5e4f5cf641f9b99e498e880f087de76067ef25c8fb6a4a68,19,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,2758646,95569,,,1,272070061862,,,,
0xbfa07bdfa2eb41d4bc81bad58cc568307702415ec98f801a0018e3bdf2e0831d,20,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,2837939,79293,,,1,272070061862,,,,
0xb546d34a6e3867f0f092262b547b4efcc84f5b0d090a92b29d46f29af4965d53,21,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,2914921,76982,,,1,272070061862,,,,
0xdd247918b5024b3463794b3b7d950cface524c4b2fc9088223e021392bef0aef,22,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,2964863,49942,,,0,270983438753,,,,
0xe0022bbe8cbd971eea7ad9522b9e09afacbb351f8b9d0642a039c528dea8e594,23,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,3041845,76982,,,1,270983438753,,,,
0x5149005af5407e5b7916f38e7823b03ced1564cfb5f5c91314007dc5bc1ecb0a,24,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,3091787,49942,,,0,270983438753,,,,
0x29bc36e049ebe7931710cb2317c7998547bcda53eaa197ac7e7ec23ed7546acc,25,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,3268308,176521,,,1,261801989642,,,,
0x63e023c9505eb425f249045233374218f84e2a84626a6624122414fa264cb90b,26,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,3445009,176701,,,1,253120190091,,,,
0x16e2751a35af5b902a6d97f87e464e508adec615b02e86b85966cc6aee6fb35a,27,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,3621734,176725,,,1,253120190091,,,,
0x2b29e9270f79b35be65c961b1c040c42aec4fed1ce42dea0a1cb1aaebc65cb47,28,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,3798245,176511,,,1,253120190091,,,,
0x826c6fc915f124e4ef18c7d6b3cbdaec29cc20831f8690f2e3f9034f4f70e301,29,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,3974574,176329,,,1,253120190091,,,,
0x6f7e022ac3a1c31987f23c86796d50d6e8ef4975137908d5bd59c152eca8f766,30,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,4150905,176331,,,1,253120190091,,,,
0x8b06688d147545b404928906e194496bc155605403bb770ffe99c8c5ac631ee6,31,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,4327426,176521,,,1,253120190091,,,,
0x5f8cfe446e74e0c9d14251e9d48494f6916aacd931b16d47db11499b8af45914,32,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,4503935,176509,,,1,253120190091,,,,
0xea7fd54c45f90c27113653da3a6cee0e755251bce1598894e66531e2ec80fb0d,33,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,4680456,176521,,,1,253120190091,,,,
0xf2c831404bd398b7a82d30665330c0cf5323e9915669928d5aabf0249443ee42,34,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,4856965,176509,,,1,253120190091,,,,
0x886fa2c05a01ec418783e31b456ed6a75354adeda2bce74acf9b478c94a08a4c,35,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,5230819,373854,,,1,243360253830,,,,
0x8b4126b3a5e7f6a174e11520c89ed671b5f67a710380f5f5df2462b18f82ae24,36,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,5604685,373866,,,1,243360253830,,,,
0xfdbe8af78c386ef3a79255cd82036ebb39526423d6642112372020c033dd07b1,37,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,5875951,271266,,,1,243360253830,,,,
0xf786642ceac2abad866f279ede5907e895c06b0af13a51efe730e033fed92b61,38,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,5916157,40206,,,1,235800000000,,,,
0x199ea2b92178ac75c1b04efd3e78d09c96e26afd387633b4aa51421c5215b301,39,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,5950840,34683,,,1,228551618014,,,,
0x0ef05eab9dd92cbbe3f2d0ff5c1e2f2d59a2055888c28bcfeddc9ee1b1a8aa74,40,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,5985523,34683,,,1,228551618014,,,,
0xa4afd4af2aa70b1ea93b2569381b83ff5eb317a491dd7c67e6a143973a84a0fa,41,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,6162044,176521,,,1,225436296746,,,,
0x0ca71105602bbd89d270262d7eb437d82bcc6509cde2168c48ae66756e1c7649,42,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,6183044,21000,,,1,222201467007,,,,
0x882bb1e7840edcb9f1325461a175fc6b30850261a759f2e286ecba8ccf142db9,43,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,6235538,52494,,,1,215000000000,,,,
0xe59bab7accf193dc9626dd7d867f6590f0b842e7a2e48c1b875295d96fb43ba3,44,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,6310446,74908,,,1,210549453830,,,,
0x7b77f920c4f0bfc9de25bebc2902c36efa472e017eeadf747f447b1059afec8f,45,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,6385450,75004,,,1,210054513611,,,,
0xb0bcaaaa0f4e545d0ee4301d3207cbe40cdce7c3bddabc1c297d4eec367abfb4,46,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,6460589,75139,,,1,210054513611,,,,
0xada18bae2a50845c69880eafd615a81baa616994a2d4a75826c4b585107043bf,47,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,6496011,35422,,,1,205768196287,,,,
0x659a4407ec9002889282e15474dc8246f93a5761759ad55e26524da09201bcc7,48,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,6601251,105240,,,1,198134311338,,,,
0xec241cd135dca230292c4e14b331452519912a5ab7b846eb34ac8be63a33a9cc,49,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,6706508,105257,,,1,198134311338,,,,
0x4cb113496263fc4d0c60130f22dc018b65b899e10593fb1e122d6781c2f799b7,50,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,6811736,105228,,,1,198134311338,,,,
0x08084c160b9360a4f8c2fe3cecaab7dc8f1ffaa10b76fcf58b3299b4b47ad5b1,51,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,6916964,105228,,,1,198134311338,,,,
0xd10ecbea35f635d4d88345595178183df9a1950542c3b89283eca0960d42e0ae,52,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,7022221,105257,,,1,198134311338,,,,
0xa657c8850d073c42ff9ab7a30699d3117ae63eabf6007b1e6629f58c961b3447,53,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,7127461,105240,,,1,198134311338,,,,
0xccdd49d0edc123ca7c4f9ff4d6375420f2fbc30a0f96730675c3b660774a0804,54,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,7201699,74238,,,1,191000000000,,,,
0x2d38337869bf630ba58cd93b42758d4a5cf1621eb6c81b3ecc353183160b3400,55,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,7259005,57306,,,1,186891453830,,,,
0xa0ee83d3ab635ddfff7fd119836d593f4b9f9cc7354a581c0dba43f60d8ec9ce,56,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,7316323,57318,,,1,186891453830,,,,
0xa319bd99f853a27572fc481cf3237a790f65a7725047a83cf1cb606664209927,57,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,7356529,40206,,,1,186891453830,,,,
0x8e2e49e04cd2f0150d9d9c057b3a6331e9f8f71212ff4021528171ac4c9d28c5,58,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,7413847,57318,,,1,186891453830,,,,
0xecd0e90198fd5ff2c66496d4befc466370c6f566168fe3716faed0f8b9745c89,59,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,7471153,57306,,,1,186891453830,,,,
0x9717f9c01eab9e2a6f008c36eae5233001a26dd38d0855276fbdc8e12b278856,60,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,7594852,123699,,,1,185000000000,,,,
0x8358f05ff489c50dcc93f76716e0235ad80a5e999e56405468492cb98feb208b,61,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,7710646,115794,,,1,185000000000,,,,
0xfed8cc662201352c8d091e08eecf094f97beec404004ac8a869db07655284801,62,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,7762984,52338,,,1,185000000000,,,,
0xdb0df9531871ff8ae08336b3ff393de5a735f6e50a1674af37a4fff500a712f0,63,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,8718757,955773,,,1,183696873819,,,,
0xe2bf17f73b781a1825e3cdeca47b161d6af940d191576f20e7e94f693c1188e1,64,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,8798311,79554,,,1,177254260278,,,,
0xc0d335b41280aa72b980edc300ef116b8a40ba386276d26d6b5918c12bbfd80f,65,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,8934506,136195,,,1,175110728371,,,,
0x143e71c39d6b6058a1cd9786bda4fe8d057a0d21baeed133d46b8135ad2de5f1,66,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,8991812,57306,,,1,174891453830,,,,
0x45466cbbfd4ef0c4c749ae7a6e830c205dc0d64fe2569a1af8c231a50ab50970,67,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,9456861,465049,,,1,162246644567,,,,
0x2a5027e98898384097f8cb1edfd84bfefbf7a417e51be257d17338830ca243c2,68,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,9477861,21000,,,1,162105453830,,,,
0x58daf2a81551383c3ba583206b6d808af7ff51e231fca84087251e5e90b1b6f4,69,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,9513267,35406,,,1,162105453830,,,,
0x657fe900a227d7631695d7c8e88fe48c3940b9d24f454ed1c589d7efb552e1d6,70,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,9588403,75136,,,1,159531453830,,,,
0xff6b3ef3852900cfa9670d8ab86c9775db8d8b6d720daa63603ee6353f6c4aff,71,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,9617319,28916,,,1,157000000000,,,,
0x09be583029ee1f781e0cae5dd238fb15441fe8dd90df2fe876a5d81335ab3319,72,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,9829607,212288,,,1,156901453830,,,,
0x92c06a91bd4397605d362529e8c25fa19e78b65e8aac118083140ebb79d0bc39,73,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,9909161,79554,,,1,156901453830,,,,
0x8d245bd1894090cba454193fae7509ac08d81174bbbf97a32bd8acdad7172cab,74,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,10140028,230867,,,1,156901453830,,,,
0xb4da5e8d3709f2c9d904ea747f2b69c629bb8df2dbcf9a208c5e032c4744e7db,75,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,10298610,158582,,,1,156901453830,,,,
0xa8b62e9325568ba503abb2d05794bfd179d4112410138db66c7767691543665f,76,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,10529477,230867,,,1,156901453830,,,,
0x7d2c1b31872ae0dd7a5bc8e2635f6c93eb6c68f5a9d95039c69187373c468a30,77,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,10609031,79554,,,1,156901453830,,,,
0x38a782e48435ea8460e8029195d2c38e18d338c32e9be1c4a880189d6ef427ce,78,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,10839874,230843,,,1,155209795405,,,,
0x2b207f51350bdedbd8fbb48ed34f1f1c6a0147ba71c710592d4d6784dee2220a,79,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,10998456,158582,,,1,155209795405,,,,
0x75f3aaf86a3bca89515e49d4a795a7eab1d3da04ee5de436d135cd4c4a4c0b2e,80,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,11115637,117181,,,1,155209795405,,,,
0xf8cd598bcf7f1ca6607d532dea512e9f2b75ebe2fb7dc3d46b831738ae386e05,81,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,11224853,109216,,,1,155209795405,,,,
0x513b88ed2b6ebec08d5e36d2b9aab1f5285bef6721985a466361e0fa3d9f8800,82,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,11304407,79554,,,1,155209795405,,,,
0x3a179024fa280a8390fbeef196241013a22feaa5460b77fa2e1039e0fc89b1dd,83,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,11385924,81517,,,1,155209795405,,,,
0x8811ad9deebe0d6862046b2dc086defc6523093cb3641940ffbf523191c9a07c,84,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,13192428,1806504,,,1,155209795404,,,,
0x59cd11464d8b5fd003a646ef5c9f6f1d935de4f58fef54f42fa45f4b259e6943,85,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,13249734,57306,,,1,154891453830,,,,
0x89e72e6f2cf5e262a66108b30b52beecb7788b32be66b8d6d005b6bc1879b858,86,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,13474504,224770,,,1,154891453830,,,,
0x64e1ff108e1c5bf2626b69490be27baabc3755057d64e2786d38be773272731a,87,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,13528221,53717,,,1,154891453830,,,,
0x594b78f23f474338abfa3b8b80cd8f6d1dd1b067ccdfe8303f2e94bdda370bcc,88,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,13705714,177493,,,1,154891453830,,,,
0x0139702d2c13268f8d0e01b001b766aae298d9efb38a6cf596f896ed3ee0ea53,89,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,13763012,57298,,,1,148134311338,,,,
0x9248db376100bdcbe141788ac692632583f734bdd09bb7e7ba4464ff636f595c,90,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,13809464,46452,,,1,147815969764,,,,
0xb5133c25af02110805b31fc19b7b140137ee7939ab738041957ec0c0a1311f3c,91,0x4d2e946f2ca89bebc1ac7eceaa777b6309d82ea455134b837beecb1bf2213e46,52395714,13948042,138578,,,1,147815969764,,,,
